priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
2544,13,generalize,generalize,extension,,low,,2.91,2.91,ready,1467,3,5,83,1,ysgpc/Word List3/Word List3-Unit5.mp3,225.25,225.98
2545,13,pungent,pungent,extension,,low,,2.91,2.91,ready,1767,4,3,86,1,ysgpc/Word List4/Word List4-Unit3.mp3,230.32,230.9
2546,13,introvert,introvert,extension,,low,,2.91,2.91,ready,1769,4,3,88,1,ysgpc/Word List4/Word List4-Unit3.mp3,235.83,236.53
2547,13,hurl,hurl,extension,,low,,2.91,2.91,ready,1846,4,4,67,1,ysgpc/Word List4/Word List4-Unit4.mp3,182.12,182.55
2548,13,noxious,noxious,extension,,low,,2.91,2.91,ready,2247,5,3,71,1,ysgpc/Word List5/Word List5-Unit3.mp3,191.97,192.65
2549,13,forsake,forsake,extension,,low,,2.91,2.91,ready,2510,6,1,37,1,ysgpc/Word List6/Word List6-Unit1.mp3,102.49,103.14
2550,13,ensue,ensue,extension,,low,,2.91,2.91,ready,2547,6,1,74,1,ysgpc/Word List6/Word List6-Unit1.mp3,199.05,199.64
2551,13,exterminate,exterminate,extension,,low,,2.91,2.91,ready,3334,7,4,71,1,ysgpc/Word List7/Word List7-Unit4.mp3,190.67,191.46
2552,13,hiccup,hiccup,extension,,low,,2.91,2.91,ready,3457,7,5,95,1,ysgpc/Word List7/Word List7-Unit5.mp3,256.16,256.64
2553,13,autocratic,autocratic,extension,,low,,2.9,2.9,ready,417,1,5,21,1,ysgpc/Word List1/Word List1-Unit5.mp3,60.45,61.26
2554,13,obsess,obsess,extension,,low,,2.9,2.9,ready,914,2,5,23,1,ysgpc/Word List2/Word List2-Unit5.mp3,66.93,67.55
2555,13,ferocity,ferocity,extension,,low,,2.9,2.9,ready,1083,3,1,95,1,ysgpc/Word List3/Word List3-Unit1.mp3,254.31,254.99
2556,13,heave,heave,extension,,low,,2.9,2.9,ready,1617,4,2,34,1,ysgpc/Word List4/Word List4-Unit2.mp3,97.43,97.93
2557,13,arouse,arouse,extension,,low,,2.9,2.9,ready,1619,4,2,36,1,ysgpc/Word List4/Word List4-Unit2.mp3,102.75,103.39
2558,13,disengage,disengage,extension,,low,,2.9,2.9,ready,1639,4,2,56,1,ysgpc/Word List4/Word List4-Unit2.mp3,155.65,156.35
2559,13,lavatory,lavatory,extension,,low,,2.9,2.9,ready,1955,4,5,77,1,ysgpc/Word List4/Word List4-Unit5.mp3,213.65,214.26
2560,13,nourish,nourish,extension,,low,,2.9,2.9,ready,1967,4,5,89,1,ysgpc/Word List4/Word List4-Unit5.mp3,245.65,246.22
2561,13,larceny,larceny,extension,,low,,2.9,2.9,ready,2106,5,2,29,1,ysgpc/Word List5/Word List5-Unit2.mp3,80.7,81.31
2562,13,insecticide,insecticide,extension,,low,,2.9,2.9,ready,3214,7,3,49,1,ysgpc/Word List7/Word List7-Unit3.mp3,134.97,135.92
2563,13,succinct,succinct,extension,,low,,2.9,2.9,ready,3260,7,3,95,1,ysgpc/Word List7/Word List7-Unit3.mp3,258.51,259.22
2564,13,fortify,fortify,extension,,low,,2.9,2.9,ready,3350,7,4,87,1,ysgpc/Word List7/Word List7-Unit4.mp3,233.45,234.1
2565,13,retort,retort,extension,,low,,2.89,2.89,ready,11,1,1,11,1,ysgpc/Word List1/Word List1-Unit1.mp3,32.45,33.05
2566,13,fabricate,fabricate,extension,,low,,2.89,2.89,ready,1248,3,3,62,1,ysgpc/Word List3/Word List3-Unit3.mp3,167.07,167.77
2567,13,unambiguous,unambiguous,extension,,low,,2.89,2.89,ready,1461,3,5,77,1,ysgpc/Word List3/Word List3-Unit5.mp3,209.44,210.29
2568,13,inflexible,inflexible,extension,,low,,2.89,2.89,ready,1482,3,5,98,1,ysgpc/Word List3/Word List3-Unit5.mp3,265.57,266.36
2569,13,quench,quench,extension,,low,,2.89,2.89,ready,2218,5,3,42,1,ysgpc/Word List5/Word List5-Unit3.mp3,116.92,117.38
2570,13,canny,canny,extension,,low,,2.89,2.89,ready,2365,5,4,90,1,ysgpc/Word List5/Word List5-Unit4.mp3,242.47,242.86
2571,13,oppress,oppress,extension,,low,,2.88,2.88,ready,162,1,2,61,1,ysgpc/Word List1/Word List1-Unit2.mp3,165.59,166.16
2572,13,impervious,impervious,extension,,low,,2.88,2.88,ready,477,1,5,81,1,ysgpc/Word List1/Word List1-Unit5.mp3,221.41,222.26
2573,13,disintegrate,disintegrate,extension,,low,,2.88,2.88,ready,1048,3,1,60,1,ysgpc/Word List3/Word List3-Unit1.mp3,161.39,162.14
2574,13,annihilate,annihilate,extension,,low,,2.88,2.88,ready,2248,5,3,72,1,ysgpc/Word List5/Word List5-Unit3.mp3,194.65,195.34
2575,13,subside,subside,extension,,low,,2.88,2.88,ready,2277,5,4,2,1,ysgpc/Word List5/Word List5-Unit4.mp3,10.22,10.95
2576,13,emotive,emotive,extension,,low,,2.88,2.88,ready,3418,7,5,56,1,ysgpc/Word List7/Word List7-Unit5.mp3,152.77,153.42
2577,13,vigour,vigor,extension,,low,,2.87,2.87,ready,85,1,1,85,1,ysgpc/Word List1/Word List1-Unit1.mp3,225.18,225.61
2578,13,imprison,imprison,extension,,low,,2.87,2.87,ready,1538,4,1,55,1,ysgpc/Word List4/Word List4-Unit1.mp3,151.12,151.75
2579,13,entrust,entrust,extension,,low,,2.87,2.87,ready,3149,7,2,81,1,ysgpc/Word List7/Word List7-Unit2.mp3,220.55,221.22
2580,13,indignant,indignant,extension,,low,,2.86,2.86,ready,594,2,1,99,1,ysgpc/Word List2/Word List2-Unit1.mp3,267.94,268.64
2581,13,belittle,belittle,extension,,low,,2.86,2.86,ready,622,2,2,28,1,ysgpc/Word List2/Word List2-Unit2.mp3,79.23,79.71
2582,13,decadence,decadence,extension,,low,,2.86,2.86,ready,1670,4,2,87,1,ysgpc/Word List4/Word List4-Unit2.mp3,237.81,238.45
2583,13,meditative,meditative,extension,,low,,2.86,2.86,ready,2636,6,2,63,1,ysgpc/Word List6/Word List6-Unit2.mp3,171.77,172.53
2584,13,pollute,pollute,extension,,low,,2.86,2.86,ready,2847,6,4,76,1,ysgpc/Word List6/Word List6-Unit4.mp3,205.77,206.24
2585,13,meagre,meagre,extension,,low,,2.86,2.86,ready,2971,7,1,2,1,ysgpc/Word List7/Word List7-Unit1.mp3,10.58,11.03
2586,13,tarnish,tarnish,extension,,low,,2.85,2.85,ready,153,1,2,52,1,ysgpc/Word List1/Word List1-Unit2.mp3,141.76,142.34
2587,13,defraud,defraud,extension,,low,,2.85,2.85,ready,221,1,3,21,1,ysgpc/Word List1/Word List1-Unit3.mp3,60.63,61.27
2588,13,smother,smother,extension,,low,,2.85,2.85,ready,1302,3,4,17,1,ysgpc/Word List3/Word List3-Unit4.mp3,51.4,51.94
2589,13,blemish,blemish,extension,,low,,2.85,2.85,ready,1359,3,4,74,1,ysgpc/Word List3/Word List3-Unit4.mp3,201.99,202.48
2590,13,immeasurable,immeasurable,extension,,low,,2.85,2.85,ready,1421,3,5,37,1,ysgpc/Word List3/Word List3-Unit5.mp3,102.87,103.52
2591,13,ferment,ferment,extension,,low,,2.85,2.85,ready,1491,4,1,8,2,ysgpc/Word List4/Word List4-Unit1.mp3,25.7,26.26
2592,13,indict,indict,extension,,low,,2.85,2.85,ready,1756,4,3,75,1,ysgpc/Word List4/Word List4-Unit3.mp3,200.98,201.58
2593,13,annulment,annulment,extension,,low,,2.85,2.85,ready,1893,4,5,15,1,ysgpc/Word List4/Word List4-Unit5.mp3,45.32,46.05
2594,13,omnipotent,omnipotent,extension,,low,,2.85,2.85,ready,2596,6,2,23,1,ysgpc/Word List6/Word List6-Unit2.mp3,65.57,66.32
2595,13,abominable,abominable,extension,,low,,2.85,2.85,ready,3226,7,3,61,1,ysgpc/Word List7/Word List7-Unit3.mp3,167.3,167.92
2596,13,bequest,bequest,extension,,low,,2.84,2.84,ready,866,2,4,74,1,ysgpc/Word List2/Word List2-Unit4.mp3,198.85,199.48
2597,13,subliminal,subliminal,extension,,low,,2.84,2.84,ready,1059,3,1,71,1,ysgpc/Word List3/Word List3-Unit1.mp3,191.04,191.72
2598,13,overdraft,overdraft,extension,,low,,2.84,2.84,ready,2007,5,1,30,1,ysgpc/Word List5/Word List5-Unit1.mp3,86.09,86.85
2599,13,amiable,amiable,extension,,low,,2.84,2.84,ready,2369,5,4,94,1,ysgpc/Word List5/Word List5-Unit4.mp3,253.13,253.73
2600,13,necessitate,necessitate,extension,,low,,2.84,2.84,ready,2592,6,2,19,1,ysgpc/Word List6/Word List6-Unit2.mp3,55.07,55.87
2601,14,holler,holler,extension,,low,,2.84,2.84,ready,2894,6,5,24,1,ysgpc/Word List6/Word List6-Unit5.mp3,67.59,67.95
2602,14,quiver,quiver,extension,,low,,2.84,2.84,ready,2900,6,5,30,1,ysgpc/Word List6/Word List6-Unit5.mp3,82.81,83.23
2603,14,heighten,heighten,extension,,low,,2.84,2.84,ready,3356,7,4,93,1,ysgpc/Word List7/Word List7-Unit4.mp3,249.29,249.78
2604,14,intonation,intonation,extension,,low,,2.84,2.84,ready,3377,7,5,15,1,ysgpc/Word List7/Word List7-Unit5.mp3,45.45,46.16
2605,14,gush,gush,extension,,low,,2.83,2.83,ready,93,1,1,93,1,ysgpc/Word List1/Word List1-Unit1.mp3,246.37,246.8
2606,14,diverge,diverge,extension,,low,,2.83,2.83,ready,123,1,2,22,1,ysgpc/Word List1/Word List1-Unit2.mp3,64.03,64.72
2607,14,contaminate,contaminate,extension,,low,,2.83,2.83,ready,170,1,2,69,1,ysgpc/Word List1/Word List1-Unit2.mp3,186.89,187.65
2608,14,gobble,gobble,extension,,low,,2.83,2.83,ready,821,2,4,29,1,ysgpc/Word List2/Word List2-Unit4.mp3,80.65,81.01
2609,14,disobey,disobey,extension,,low,,2.83,2.83,ready,1142,3,2,55,1,ysgpc/Word List3/Word List3-Unit2.mp3,151.25,151.78
2610,14,peninsular,peninsular,extension,,low,,2.83,2.83,ready,1188,3,3,2,1,ysgpc/Word List3/Word List3-Unit3.mp3,10.03,10.64
2611,14,trample,trample,extension,,low,,2.83,2.83,ready,1661,4,2,78,1,ysgpc/Word List4/Word List4-Unit2.mp3,214.31,214.83
2612,14,enslave,enslave,extension,,low,,2.83,2.83,ready,1743,4,3,62,1,ysgpc/Word List4/Word List4-Unit3.mp3,166.44,167.14
2613,14,punctual,punctual,extension,,low,,2.83,2.83,ready,1908,4,5,30,1,ysgpc/Word List4/Word List4-Unit5.mp3,85.64,86.21
2614,14,downpour,downpour,extension,,low,,2.83,2.83,ready,2045,5,1,68,1,ysgpc/Word List5/Word List5-Unit1.mp3,184.91,185.46
2615,14,eloquence,eloquence,extension,,low,,2.83,2.83,ready,2098,5,2,21,1,ysgpc/Word List5/Word List5-Unit2.mp3,60.12,60.8
2616,14,spasm,spasm,extension,,low,,2.83,2.83,ready,2148,5,2,71,1,ysgpc/Word List5/Word List5-Unit2.mp3,190.77,191.39
2617,14,overestimate,overestimate,extension,,low,,2.83,2.83,ready,2689,6,3,17,1,ysgpc/Word List6/Word List6-Unit3.mp3,49.38,50.27
2618,14,ingest,ingest,extension,,low,,2.83,2.83,ready,3009,7,1,40,1,ysgpc/Word List7/Word List7-Unit1.mp3,109.66,110.29
2619,14,forlorn,forlorn,extension,,low,,2.83,2.83,ready,3053,7,1,84,1,ysgpc/Word List7/Word List7-Unit1.mp3,224.35,224.9
2620,14,fallow,fallow,extension,,low,,2.83,2.83,ready,3277,7,4,14,1,ysgpc/Word List7/Word List7-Unit4.mp3,41.42,41.86
2621,14,wane,wane,extension,,low,,2.83,2.83,ready,3298,7,4,35,1,ysgpc/Word List7/Word List7-Unit4.mp3,96.3,96.74
2622,14,exclaim,exclaim,extension,,low,,2.82,2.82,ready,522,2,1,27,1,ysgpc/Word List2/Word List2-Unit1.mp3,77.12,77.79
2623,14,malleable,malleable,extension,,low,,2.82,2.82,ready,1091,3,2,4,1,ysgpc/Word List3/Word List3-Unit2.mp3,15.31,15.88
2624,14,constrain,constrain,extension,,low,,2.82,2.82,ready,1412,3,5,28,1,ysgpc/Word List3/Word List3-Unit5.mp3,78.1,78.77
2625,14,extort,extort,extension,,low,,2.82,2.82,ready,2146,5,2,69,1,ysgpc/Word List5/Word List5-Unit2.mp3,184.99,185.64
2626,14,falter,falter,extension,,low,,2.82,2.82,ready,3278,7,4,15,1,ysgpc/Word List7/Word List7-Unit4.mp3,43.95,44.44
2627,14,jumble,jumble,extension,,low,,2.81,2.81,ready,182,1,2,81,1,ysgpc/Word List1/Word List1-Unit2.mp3,218.93,219.41
2628,14,scold,scold,extension,,low,,2.81,2.81,ready,450,1,5,54,1,ysgpc/Word List1/Word List1-Unit5.mp3,149.39,150.05
2629,14,conspire,conspire,extension,,low,,2.81,2.81,ready,1133,3,2,46,1,ysgpc/Word List3/Word List3-Unit2.mp3,126.93,127.53
2630,14,smudge,smudge,extension,,low,,2.81,2.81,ready,1830,4,4,51,1,ysgpc/Word List4/Word List4-Unit4.mp3,139.48,140.08
2631,14,acrobatic,acrobatic,extension,,low,,2.81,2.81,ready,2022,5,1,45,1,ysgpc/Word List5/Word List5-Unit1.mp3,124.84,125.6
2632,14,intrude,intrude,extension,,low,,2.81,2.81,ready,2044,5,1,67,1,ysgpc/Word List5/Word List5-Unit1.mp3,182.27,182.88
2633,14,antiseptic,antiseptic,extension,,low,,2.81,2.81,ready,2766,6,3,94,1,ysgpc/Word List6/Word List6-Unit3.mp3,253.67,254.54
2634,14,compatriot,compatriot,extension,,low,,2.8,2.8,ready,319,1,4,20,1,ysgpc/Word List1/Word List1-Unit4.mp3,57.77,58.55
2635,14,grumble,grumble,extension,,low,,2.8,2.8,ready,373,1,4,74,1,ysgpc/Word List1/Word List1-Unit4.mp3,201.17,201.67
2636,14,legible,legible,extension,,low,,2.8,2.8,ready,485,1,5,89,1,ysgpc/Word List1/Word List1-Unit5.mp3,243.31,243.89
2637,14,aggravate,aggravate,extension,,low,,2.8,2.8,ready,879,2,4,87,1,ysgpc/Word List2/Word List2-Unit4.mp3,233.61,234.25
2638,14,multifaceted,multifaceted,extension,,low,,2.8,2.8,ready,1207,3,3,21,1,ysgpc/Word List3/Word List3-Unit3.mp3,59.51,60.41
2639,14,herbicide,herbicide,extension,,low,,2.8,2.8,ready,1605,4,2,22,1,ysgpc/Word List4/Word List4-Unit2.mp3,65.39,66.11
2640,14,terrify,terrify,extension,,low,,2.8,2.8,ready,2383,5,5,10,1,ysgpc/Word List5/Word List5-Unit5.mp3,31.3,31.9
2641,14,narrate,narrate,extension,,low,,2.79,2.79,ready,71,1,1,71,1,ysgpc/Word List1/Word List1-Unit1.mp3,189.28,189.84
2642,14,allot,allot,extension,,low,,2.79,2.79,ready,86,1,1,86,1,ysgpc/Word List1/Word List1-Unit1.mp3,227.64,228.16
2643,14,muddle,muddle,extension,,low,,2.79,2.79,ready,590,2,1,95,1,ysgpc/Word List2/Word List2-Unit1.mp3,257.66,258.12
2644,14,industrious,industrious,extension,,low,,2.79,2.79,ready,707,2,3,14,1,ysgpc/Word List2/Word List2-Unit3.mp3,42.47,43.32
2645,14,ruffle,ruffle,extension,,low,,2.79,2.79,ready,909,2,5,18,1,ysgpc/Word List2/Word List2-Unit5.mp3,53.79,54.21
2646,14,bellow,bellow,extension,,low,,2.79,2.79,ready,1105,3,2,18,1,ysgpc/Word List3/Word List3-Unit2.mp3,52.85,53.22
2647,14,preeminent,preeminent,extension,,low,,2.79,2.79,ready,1118,3,2,31,1,ysgpc/Word List3/Word List3-Unit2.mp3,87.19,87.89
2648,14,persecute,persecute,extension,,low,,2.79,2.79,ready,1445,3,5,61,1,ysgpc/Word List3/Word List3-Unit5.mp3,167.72,168.38
2649,14,extraneous,extraneous,extension,,low,,2.79,2.79,ready,1497,4,1,14,1,ysgpc/Word List4/Word List4-Unit1.mp3,41.95,42.8
2650,14,seep,seep,extension,,low,,2.79,2.79,ready,1668,4,2,85,1,ysgpc/Word List4/Word List4-Unit2.mp3,232.7,233.19
2651,14,gridlock,gridlock,extension,,low,,2.79,2.79,ready,1864,4,4,85,1,ysgpc/Word List4/Word List4-Unit4.mp3,229.15,229.72
2652,14,propriety,propriety,extension,,low,,2.79,2.79,ready,2582,6,2,9,1,ysgpc/Word List6/Word List6-Unit2.mp3,28.58,29.23
2653,14,layoff,layoff,extension,,low,,2.79,2.79,ready,3221,7,3,56,1,ysgpc/Word List7/Word List7-Unit3.mp3,154.18,154.75
2654,14,flounder,flounder,extension,,low,,2.78,2.78,ready,1132,3,2,45,1,ysgpc/Word List3/Word List3-Unit2.mp3,124.34,124.91
2655,14,panacea,panacea,extension,,low,,2.78,2.78,ready,1179,3,2,92,1,ysgpc/Word List3/Word List3-Unit2.mp3,248.23,248.84
2656,14,pamper,pamper,extension,,low,,2.78,2.78,ready,1555,4,1,72,1,ysgpc/Word List4/Word List4-Unit1.mp3,196.51,196.98
2657,14,elude,elude,extension,,low,,2.78,2.78,ready,1711,4,3,30,1,ysgpc/Word List4/Word List4-Unit3.mp3,83.4,83.94
2658,14,scoff,scoff,extension,,low,,2.78,2.78,ready,2538,6,1,65,1,ysgpc/Word List6/Word List6-Unit1.mp3,176.0,176.62
2659,14,reciprocate,reciprocate,extension,,low,,2.78,2.78,ready,2562,6,1,89,1,ysgpc/Word List6/Word List6-Unit1.mp3,238.78,239.63
2660,14,bridle,bridle,extension,,low,,2.78,2.78,ready,3191,7,3,26,1,ysgpc/Word List7/Word List7-Unit3.mp3,73.73,74.16
2661,14,decrepit,decrepit,extension,,low,,2.77,2.77,ready,66,1,1,66,1,ysgpc/Word List1/Word List1-Unit1.mp3,176.1,176.7
2662,14,indecision,indecision,extension,,low,,2.77,2.77,ready,322,1,4,23,1,ysgpc/Word List1/Word List1-Unit4.mp3,65.93,66.66
2663,14,indomitable,indomitable,extension,,low,,2.77,2.77,ready,481,1,5,85,1,ysgpc/Word List1/Word List1-Unit5.mp3,232.3,233.06
2664,14,permissive,permissive,extension,,low,,2.77,2.77,ready,497,2,1,2,1,ysgpc/Word List2/Word List2-Unit1.mp3,10.65,11.26
2665,14,enclose,enclose,extension,,low,,2.77,2.77,ready,989,3,1,1,1,ysgpc/Word List3/Word List3-Unit1.mp3,7.45,8.15
2666,14,voracious,voracious,extension,,low,,2.77,2.77,ready,1123,3,2,36,2,ysgpc/Word List3/Word List3-Unit2.mp3,100.5,101.2
2667,14,stipulate,stipulate,extension,,low,,2.77,2.77,ready,1403,3,5,19,1,ysgpc/Word List3/Word List3-Unit5.mp3,54.18,54.9
2668,14,magnify,magnify,extension,,low,,2.77,2.77,ready,2905,6,5,35,1,ysgpc/Word List6/Word List6-Unit5.mp3,95.63,96.29
2669,14,amass,amass,extension,,low,,2.77,2.77,ready,2911,6,5,41,1,ysgpc/Word List6/Word List6-Unit5.mp3,111.7,112.27
2670,14,haphazard,haphazard,extension,,low,,2.77,2.77,ready,2985,7,1,16,1,ysgpc/Word List7/Word List7-Unit1.mp3,46.82,47.48
2671,14,sojourn,sojourn,extension,,low,,2.77,2.77,ready,3437,7,5,75,1,ysgpc/Word List7/Word List7-Unit5.mp3,202.77,203.4
2672,14,sedate,sedate,extension,,low,,2.76,2.76,ready,8,1,1,8,1,ysgpc/Word List1/Word List1-Unit1.mp3,24.64,25.22
2673,14,ghosh,ghosh,extension,,low,,2.76,2.76,ready,1320,3,4,35,1,ysgpc/Word List3/Word List3-Unit4.mp3,99.39,99.81
2674,14,appendicitis,appendicitis,extension,,low,,2.76,2.76,ready,1417,3,5,33,1,ysgpc/Word List3/Word List3-Unit5.mp3,91.57,92.55
2675,14,extrusion,extrusion,extension,,low,,2.76,2.76,ready,1920,4,5,42,1,ysgpc/Word List4/Word List4-Unit5.mp3,118.38,119.17
2676,14,ravenous,ravenous,extension,,low,,2.76,2.76,ready,2221,5,3,45,1,ysgpc/Word List5/Word List5-Unit3.mp3,124.47,125.06
2677,14,peerless,peerless,extension,,low,,2.76,2.76,ready,2327,5,4,52,1,ysgpc/Word List5/Word List5-Unit4.mp3,142.42,143.0
2678,14,fester,fester,extension,,low,,2.76,2.76,ready,2693,6,3,21,1,ysgpc/Word List6/Word List6-Unit3.mp3,60.45,60.9
2679,14,irrevocable,irrevocable,extension,,low,,2.76,2.76,ready,2891,6,5,21,1,ysgpc/Word List6/Word List6-Unit5.mp3,60.18,60.82
2680,14,instigate,instigate,extension,,low,,2.76,2.76,ready,3171,7,3,6,1,ysgpc/Word List7/Word List7-Unit3.mp3,20.29,21.0
2681,14,amenity,amenity,extension,,low,,2.75,2.75,ready,72,1,1,72,1,ysgpc/Word List1/Word List1-Unit1.mp3,191.91,192.56
2682,14,impropriety,impropriety,extension,,low,,2.75,2.75,ready,1468,3,5,84,1,ysgpc/Word List3/Word List3-Unit5.mp3,228.02,228.88
2683,14,credential,credential,extension,,low,,2.75,2.75,ready,1719,4,3,38,1,ysgpc/Word List4/Word List4-Unit3.mp3,104.29,104.92
2684,14,decompose,decompose,extension,,low,,2.75,2.75,ready,1881,4,5,3,1,ysgpc/Word List4/Word List4-Unit5.mp3,12.97,13.77
2685,14,repose,repose,extension,,low,,2.75,2.75,ready,1900,4,5,22,1,ysgpc/Word List4/Word List4-Unit5.mp3,64.52,65.2
2686,14,ascribe,ascribe,extension,,low,,2.75,2.75,ready,2706,6,3,34,1,ysgpc/Word List6/Word List6-Unit3.mp3,94.7,95.4
2687,14,hilarity,hilarity,extension,,low,,2.75,2.75,ready,3093,7,2,25,1,ysgpc/Word List7/Word List7-Unit2.mp3,71.8,72.38
2688,14,guile,guile,extension,,low,,2.75,2.75,ready,3206,7,3,41,1,ysgpc/Word List7/Word List7-Unit3.mp3,114.14,114.55
2689,14,pejorative,pejorative,extension,,low,,2.74,2.74,ready,189,1,2,88,1,ysgpc/Word List1/Word List1-Unit2.mp3,237.76,238.49
2690,14,insolent,insolent,extension,,low,,2.74,2.74,ready,598,2,2,4,1,ysgpc/Word List2/Word List2-Unit2.mp3,15.61,16.25
2691,14,abduct,abduct,extension,,low,,2.74,2.74,ready,1475,3,5,91,1,ysgpc/Word List3/Word List3-Unit5.mp3,246.73,247.31
2692,14,modulate,modulate,extension,,low,,2.74,2.74,ready,3025,7,1,56,1,ysgpc/Word List7/Word List7-Unit1.mp3,150.74,151.39
2693,14,affluence,affluence,extension,,low,,2.74,2.74,ready,3140,7,2,72,1,ysgpc/Word List7/Word List7-Unit2.mp3,196.43,197.09
2694,14,bombard,bombard,extension,,low,,2.74,2.74,ready,3162,7,2,94,1,ysgpc/Word List7/Word List7-Unit2.mp3,254.61,255.24
2695,14,scorch,scorch,extension,,low,,2.73,2.73,ready,436,1,5,40,1,ysgpc/Word List1/Word List1-Unit5.mp3,111.76,112.46
2696,14,recuperate,recuperate,extension,,low,,2.73,2.73,ready,1604,4,2,21,1,ysgpc/Word List4/Word List4-Unit2.mp3,62.42,63.25
2697,14,exemplify,exemplify,extension,,low,,2.73,2.73,ready,1892,4,5,14,1,ysgpc/Word List4/Word List4-Unit5.mp3,42.4,43.27
2698,14,pacify,pacify,extension,,low,,2.73,2.73,ready,2038,5,1,61,1,ysgpc/Word List5/Word List5-Unit1.mp3,166.45,167.07
2699,14,obstinate,obstinate,extension,,low,,2.73,2.73,ready,2089,5,2,12,1,ysgpc/Word List5/Word List5-Unit2.mp3,36.16,36.8
2700,14,glean,glean,extension,,low,,2.73,2.73,ready,2299,5,4,24,1,ysgpc/Word List5/Word List5-Unit4.mp3,67.83,68.3
2701,14,overrule,overrule,extension,,low,,2.73,2.73,ready,2952,6,5,82,1,ysgpc/Word List6/Word List6-Unit5.mp3,219.75,220.41
2702,14,fanaticism,fanaticism,extension,,low,,2.73,2.73,ready,3379,7,5,17,1,ysgpc/Word List7/Word List7-Unit5.mp3,50.82,51.63
2703,14,trepidation,trepidation,extension,,low,,2.72,2.72,ready,583,2,1,88,1,ysgpc/Word List2/Word List2-Unit1.mp3,238.84,239.63
2704,14,utterance,utterance,extension,,low,,2.72,2.72,ready,1004,3,1,16,1,ysgpc/Word List3/Word List3-Unit1.mp3,46.53,47.13
2705,14,baffle,baffle,extension,,low,,2.72,2.72,ready,1679,4,2,96,1,ysgpc/Word List4/Word List4-Unit2.mp3,261.25,261.64
2706,14,heuristic,heuristic,extension,,low,,2.72,2.72,ready,1934,4,5,56,1,ysgpc/Word List4/Word List4-Unit5.mp3,156.45,157.2
2707,14,genial,genial,extension,,low,,2.72,2.72,ready,2329,5,4,54,1,ysgpc/Word List5/Word List5-Unit4.mp3,147.68,148.19
2708,14,adjourn,adjourn,extension,,low,,2.71,2.71,ready,273,1,3,73,1,ysgpc/Word List1/Word List1-Unit3.mp3,200.55,201.13
2709,14,recede,recede,extension,,low,,2.71,2.71,ready,302,1,4,3,1,ysgpc/Word List1/Word List1-Unit4.mp3,12.48,13.06
2710,14,condense,condense,extension,,low,,2.71,2.71,ready,474,1,5,78,1,ysgpc/Word List1/Word List1-Unit5.mp3,213.51,214.2
2711,14,diction,diction,extension,,low,,2.71,2.71,ready,690,2,2,96,1,ysgpc/Word List2/Word List2-Unit2.mp3,259.35,259.84
2712,14,entitle,entitle,extension,,low,,2.71,2.71,ready,702,2,3,9,1,ysgpc/Word List2/Word List2-Unit3.mp3,29.43,30.1
2713,14,rekindle,rekindle,extension,,low,,2.71,2.71,ready,872,2,4,80,1,ysgpc/Word List2/Word List2-Unit4.mp3,215.0,215.59
2714,14,synchronize,synchronize,extension,,low,,2.71,2.71,ready,1643,4,2,60,1,ysgpc/Word List4/Word List4-Unit2.mp3,166.19,167.07
2715,14,tepid,tepid,extension,,low,,2.71,2.71,ready,1682,4,3,1,1,ysgpc/Word List4/Word List4-Unit3.mp3,7.26,7.7
2716,14,sullen,sullen,extension,,low,,2.71,2.71,ready,1754,4,3,73,1,ysgpc/Word List4/Word List4-Unit3.mp3,195.64,196.12
2717,14,gregarious,gregarious,extension,,low,,2.71,2.71,ready,2576,6,2,3,1,ysgpc/Word List6/Word List6-Unit2.mp3,12.42,13.21
2718,14,overshadow,overshadow,extension,,low,,2.71,2.71,ready,3446,7,5,84,1,ysgpc/Word List7/Word List7-Unit5.mp3,227.07,227.79
2719,14,elucidate,elucidate,extension,,low,,2.7,2.7,ready,847,2,4,55,1,ysgpc/Word List2/Word List2-Unit4.mp3,149.1,149.82
2720,14,envisage,envisage,extension,,low,,2.7,2.7,ready,1178,3,2,91,1,ysgpc/Word List3/Word List3-Unit2.mp3,245.54,246.19
2721,14,photocopy,photocopy,extension,,low,,2.7,2.7,ready,1474,3,5,90,1,ysgpc/Word List3/Word List3-Unit5.mp3,243.97,244.69
2722,14,condiment,condiment,extension,,low,,2.7,2.7,ready,2839,6,4,68,1,ysgpc/Word List6/Word List6-Unit4.mp3,184.51,185.14
2723,14,slouch,slouch,extension,,low,,2.7,2.7,ready,3123,7,2,55,1,ysgpc/Word List7/Word List7-Unit2.mp3,151.12,151.7
2724,14,sneer,sneer,extension,,low,,2.7,2.7,ready,3190,7,3,25,1,ysgpc/Word List7/Word List7-Unit3.mp3,71.2,71.71
2725,14,balmy,balmy,extension,,low,,2.7,2.7,ready,3349,7,4,86,1,ysgpc/Word List7/Word List7-Unit4.mp3,230.76,231.15
2726,14,inalienable,inalienable,extension,,low,,2.69,2.69,ready,187,1,2,86,1,ysgpc/Word List1/Word List1-Unit2.mp3,232.34,233.02
2727,14,ruinous,ruinous,extension,,low,,2.69,2.69,ready,635,2,2,41,1,ysgpc/Word List2/Word List2-Unit2.mp3,113.92,114.51
