priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
1560,8,geometric,geometric,receptive,,medium,,3.59,3.59,ready,1641,4,2,58,1,ysgpc/Word List4/Word List4-Unit2.mp3,161.04,161.78
1561,8,overhaul,overhaul,receptive,,medium,,3.59,3.59,ready,1845,4,4,66,1,ysgpc/Word List4/Word List4-Unit4.mp3,179.46,180.06
1562,8,gracious,gracious,receptive,,medium,,3.59,3.59,ready,1871,4,4,92,1,ysgpc/Word List4/Word List4-Unit4.mp3,247.6,248.24
1563,8,redundant,redundant,receptive,,medium,,3.59,3.59,ready,1937,4,5,59,1,ysgpc/Word List4/Word List4-Unit5.mp3,164.49,165.14
1564,8,slender,slender,receptive,,medium,,3.59,3.59,ready,2262,5,3,86,1,ysgpc/Word List5/Word List5-Unit3.mp3,231.29,231.89
1565,8,tease,tease,receptive,,medium,,3.59,3.59,ready,2556,6,1,83,1,ysgpc/Word List6/Word List6-Unit1.mp3,222.8,223.34
1566,8,grin,grin,receptive,,medium,,3.59,3.59,ready,2932,6,5,62,1,ysgpc/Word List6/Word List6-Unit5.mp3,167.7,168.08
1567,8,aesthetics,aesthetics,receptive,,medium,,3.59,3.59,ready,3000,7,1,31,1,ysgpc/Word List7/Word List7-Unit1.mp3,86.49,87.22
1568,8,marital,marital,receptive,,medium,,3.59,3.59,ready,3224,7,3,59,1,ysgpc/Word List7/Word List7-Unit3.mp3,161.88,162.41
1569,8,multitude,multitude,receptive,,medium,,3.59,3.59,ready,3255,7,3,90,1,ysgpc/Word List7/Word List7-Unit3.mp3,245.22,245.94
1570,8,crusade,crusade,receptive,,medium,,3.59,3.59,ready,3346,7,4,83,1,ysgpc/Word List7/Word List7-Unit4.mp3,222.37,223.02
1571,8,rotate,rotate,receptive,,medium,,3.58,3.58,ready,274,1,3,74,1,ysgpc/Word List1/Word List1-Unit3.mp3,203.16,203.82
1572,8,optics,optics,receptive,,medium,,3.58,3.58,ready,399,1,5,3,1,ysgpc/Word List1/Word List1-Unit5.mp3,12.36,12.97
1573,8,orphan,orphan,receptive,,medium,,3.58,3.58,ready,610,2,2,16,1,ysgpc/Word List2/Word List2-Unit2.mp3,47.64,48.12
1574,8,adolescent,adolescent,receptive,,medium,,3.58,3.58,ready,1804,4,4,25,1,ysgpc/Word List4/Word List4-Unit4.mp3,70.64,71.37
1575,8,liaison,liaison,receptive,,medium,,3.58,3.58,ready,1867,4,4,88,1,ysgpc/Word List4/Word List4-Unit4.mp3,237.2,237.77
1576,8,emblem,emblem,receptive,,medium,,3.58,3.58,ready,2449,5,5,76,1,ysgpc/Word List5/Word List5-Unit5.mp3,207.65,208.14
1577,8,eccentric,eccentric,receptive,,medium,,3.58,3.58,ready,2739,6,3,67,1,ysgpc/Word List6/Word List6-Unit3.mp3,181.67,182.45
1578,8,influx,influx,receptive,,medium,,3.58,3.58,ready,2883,6,5,13,1,ysgpc/Word List6/Word List6-Unit5.mp3,38.65,39.32
1579,8,contagious,contagious,receptive,,medium,,3.58,3.58,ready,2910,6,5,40,1,ysgpc/Word List6/Word List6-Unit5.mp3,108.84,109.64
1580,8,archaeology,archaeology,receptive,,medium,,3.57,3.57,ready,114,1,2,13,1,ysgpc/Word List1/Word List1-Unit2.mp3,39.7,40.5
1581,8,invent,invent,receptive,,medium,,3.57,3.57,ready,502,2,1,7,1,ysgpc/Word List2/Word List2-Unit1.mp3,23.96,24.58
1582,8,ambiguous,ambiguous,receptive,,medium,,3.57,3.57,ready,543,2,1,48,1,ysgpc/Word List2/Word List2-Unit1.mp3,132.65,133.48
1583,8,intercept,intercept,receptive,,medium,,3.57,3.57,ready,1067,3,1,79,1,ysgpc/Word List3/Word List3-Unit1.mp3,212.07,212.76
1584,8,discourage,discourage,receptive,,medium,,3.57,3.57,ready,1415,3,5,31,1,ysgpc/Word List3/Word List3-Unit5.mp3,86.17,86.84
1585,8,cashier,cashier,receptive,,medium,,3.57,3.57,ready,1442,3,5,58,1,ysgpc/Word List3/Word List3-Unit5.mp3,159.77,160.24
1586,8,nominate,nominate,receptive,,medium,,3.57,3.57,ready,1777,4,3,96,1,ysgpc/Word List4/Word List4-Unit3.mp3,256.71,257.31
1587,8,mastery,mastery,receptive,,medium,,3.57,3.57,ready,1994,5,1,17,1,ysgpc/Word List5/Word List5-Unit1.mp3,51.01,51.61
1588,8,offend,offend,receptive,,medium,,3.57,3.57,ready,2519,6,1,46,1,ysgpc/Word List6/Word List6-Unit1.mp3,126.41,126.97
1589,8,purge,purge,receptive,,medium,,3.57,3.57,ready,2680,6,3,8,1,ysgpc/Word List6/Word List6-Unit3.mp3,26.03,26.57
1590,8,latitude,latitude,receptive,,medium,,3.57,3.57,ready,2829,6,4,58,1,ysgpc/Word List6/Word List6-Unit4.mp3,157.44,158.17
1591,8,adhere,adhere,receptive,,medium,,3.57,3.57,ready,2863,6,4,92,1,ysgpc/Word List6/Word List6-Unit4.mp3,247.91,248.39
1592,8,concession,concession,receptive,,medium,,3.57,3.57,ready,3033,7,1,64,1,ysgpc/Word List7/Word List7-Unit1.mp3,171.81,172.47
1593,8,dwell,dwell,receptive,,medium,,3.57,3.57,ready,3089,7,2,21,1,ysgpc/Word List7/Word List7-Unit2.mp3,61.36,61.73
1594,8,hassle,hassle,receptive,,medium,,3.57,3.57,ready,3094,7,2,26,1,ysgpc/Word List7/Word List7-Unit2.mp3,74.45,74.84
1595,8,discrete,discrete,receptive,,medium,,3.56,3.56,ready,259,1,3,59,2,ysgpc/Word List1/Word List1-Unit3.mp3,162.68,163.32
1596,8,oasis,oasis,receptive,,medium,,3.56,3.56,ready,291,1,3,91,1,ysgpc/Word List1/Word List1-Unit3.mp3,248.15,248.84
1597,8,abdomen,abdomen,receptive,,medium,,3.56,3.56,ready,293,1,3,93,1,ysgpc/Word List1/Word List1-Unit3.mp3,253.7,254.23
1598,8,tame,tame,receptive,,medium,,3.56,3.56,ready,456,1,5,60,1,ysgpc/Word List1/Word List1-Unit5.mp3,165.52,165.98
1599,8,lucrative,lucrative,receptive,,medium,,3.56,3.56,ready,855,2,4,63,1,ysgpc/Word List2/Word List2-Unit4.mp3,170.24,170.88
1600,8,superficial,superficial,receptive,,medium,,3.56,3.56,ready,1279,3,3,93,1,ysgpc/Word List3/Word List3-Unit3.mp3,248.75,249.51
1601,9,induce,induce,receptive,,medium,,3.56,3.56,ready,1291,3,4,6,1,ysgpc/Word List3/Word List3-Unit4.mp3,22.04,22.66
1602,9,implication,implication,receptive,,medium,,3.56,3.56,ready,1338,3,4,53,1,ysgpc/Word List3/Word List3-Unit4.mp3,146.25,147.0
1603,9,multinational,multinational,receptive,,medium,,3.56,3.56,ready,1481,3,5,97,1,ysgpc/Word List3/Word List3-Unit5.mp3,262.67,263.5
1604,9,antarctic,antarctic,receptive,,medium,,3.56,3.56,ready,1637,4,2,54,1,ysgpc/Word List4/Word List4-Unit2.mp3,150.26,151.07
1605,9,endeavor,endeavor,receptive,,medium,,3.56,3.56,ready,1751,4,3,70,1,ysgpc/Word List4/Word List4-Unit3.mp3,187.82,188.41
1606,9,glitter,glitter,receptive,,medium,,3.56,3.56,ready,1773,4,3,92,1,ysgpc/Word List4/Word List4-Unit3.mp3,246.14,246.56
1607,9,eminent,eminent,receptive,,medium,,3.56,3.56,ready,1774,4,3,93,1,ysgpc/Word List4/Word List4-Unit3.mp3,248.59,249.1
1608,9,complementary,complementary,receptive,,medium,,3.56,3.56,ready,1776,4,3,95,1,ysgpc/Word List4/Word List4-Unit3.mp3,253.87,254.65
1609,9,managerial,managerial,receptive,,medium,,3.56,3.56,ready,1874,4,4,95,1,ysgpc/Word List4/Word List4-Unit4.mp3,255.38,256.12
1610,9,irrational,irrational,receptive,,medium,,3.56,3.56,ready,2025,5,1,48,1,ysgpc/Word List5/Word List5-Unit1.mp3,132.68,133.28
1611,9,consulate,consulate,receptive,,medium,,3.56,3.56,ready,2035,5,1,58,1,ysgpc/Word List5/Word List5-Unit1.mp3,158.24,158.89
1612,9,claws,claws,receptive,,medium,,3.56,3.56,ready,2270,5,3,94,1,ysgpc/Word List5/Word List5-Unit3.mp3,252.16,252.68
1613,9,catastrophe,catastrophe,receptive,,medium,,3.56,3.56,ready,2451,5,5,78,1,ysgpc/Word List5/Word List5-Unit5.mp3,212.8,213.58
1614,9,contend,contend,receptive,,medium,,3.56,3.56,ready,2762,6,3,90,1,ysgpc/Word List6/Word List6-Unit3.mp3,243.3,243.93
1615,9,aquarium,aquarium,receptive,,medium,,3.56,3.56,ready,3131,7,2,63,1,ysgpc/Word List7/Word List7-Unit2.mp3,172.52,173.22
1616,9,rampant,rampant,receptive,,medium,,3.55,3.55,ready,70,1,1,70,1,ysgpc/Word List1/Word List1-Unit1.mp3,186.64,187.22
1617,9,blur,blur,receptive,,medium,,3.55,3.55,ready,249,1,3,49,1,ysgpc/Word List1/Word List1-Unit3.mp3,136.43,136.85
1618,9,luxurious,luxurious,receptive,,medium,,3.55,3.55,ready,515,2,1,20,1,ysgpc/Word List2/Word List2-Unit1.mp3,58.55,59.39
1619,9,odyssey,odyssey,receptive,,medium,,3.55,3.55,ready,638,2,2,44,1,ysgpc/Word List2/Word List2-Unit2.mp3,121.84,122.35
1620,9,penetrate,penetrate,receptive,,medium,,3.55,3.55,ready,1113,3,2,26,1,ysgpc/Word List3/Word List3-Unit2.mp3,73.66,74.25
1621,9,waterproof,waterproof,receptive,,medium,,3.55,3.55,ready,1316,3,4,31,1,ysgpc/Word List3/Word List3-Unit4.mp3,88.32,88.99
1622,9,replicate,replicate,receptive,,medium,,3.55,3.55,ready,1684,4,3,3,1,ysgpc/Word List4/Word List4-Unit3.mp3,12.24,12.93
1623,9,distortion,distortion,receptive,,medium,,3.55,3.55,ready,1919,4,5,41,1,ysgpc/Word List4/Word List4-Unit5.mp3,115.6,116.34
1624,9,acquaintance,acquaintance,receptive,,medium,,3.55,3.55,ready,1970,4,5,92,1,ysgpc/Word List4/Word List4-Unit5.mp3,253.84,254.65
1625,9,cater,cater,receptive,,medium,,3.55,3.55,ready,2008,5,1,31,1,ysgpc/Word List5/Word List5-Unit1.mp3,88.87,89.33
1626,9,fragment,fragment,receptive,,medium,,3.55,3.55,ready,2042,5,1,65,1,ysgpc/Word List5/Word List5-Unit1.mp3,176.93,177.55
1627,9,prevail,prevail,receptive,,medium,,3.55,3.55,ready,2175,5,2,98,1,ysgpc/Word List5/Word List5-Unit2.mp3,262.84,263.39
1628,9,intricate,intricate,receptive,,medium,,3.55,3.55,ready,2337,5,4,62,1,ysgpc/Word List5/Word List5-Unit4.mp3,168.41,169.02
1629,9,longevity,longevity,receptive,,medium,,3.55,3.55,ready,2844,6,4,73,1,ysgpc/Word List6/Word List6-Unit4.mp3,197.77,198.5
1630,9,faux,faux,receptive,,medium,,3.55,3.55,ready,3280,7,4,17,1,ysgpc/Word List7/Word List7-Unit4.mp3,49.18,49.59
1631,9,boutique,boutique,receptive,,medium,,3.54,3.54,ready,159,1,2,58,1,ysgpc/Word List1/Word List1-Unit2.mp3,157.72,158.25
1632,9,nausea,nausea,receptive,,medium,,3.54,3.54,ready,194,1,2,93,1,ysgpc/Word List1/Word List1-Unit2.mp3,250.98,251.48
1633,9,mitigate,mitigate,receptive,,medium,,3.54,3.54,ready,232,1,3,32,1,ysgpc/Word List1/Word List1-Unit3.mp3,90.36,91.03
1634,9,invaluable,invaluable,receptive,,medium,,3.54,3.54,ready,296,1,3,96,1,ysgpc/Word List1/Word List1-Unit3.mp3,261.65,262.41
1635,9,indulge,indulge,receptive,,medium,,3.54,3.54,ready,308,1,4,9,1,ysgpc/Word List1/Word List1-Unit4.mp3,28.48,29.18
1636,9,pastoral,pastoral,receptive,,medium,,3.54,3.54,ready,753,2,3,60,1,ysgpc/Word List2/Word List2-Unit3.mp3,165.63,166.19
1637,9,expire,expire,receptive,,medium,,3.54,3.54,ready,850,2,4,58,1,ysgpc/Word List2/Word List2-Unit4.mp3,157.34,157.95
1638,9,buffet,buffet,receptive,,medium,,3.54,3.54,ready,918,2,5,27,1,ysgpc/Word List2/Word List2-Unit5.mp3,77.53,77.93
1639,9,descriptive,descriptive,receptive,,medium,,3.54,3.54,ready,971,2,5,80,1,ysgpc/Word List2/Word List2-Unit5.mp3,217.39,218.1
1640,9,optimum,optimum,receptive,,medium,,3.54,3.54,ready,1068,3,1,80,1,ysgpc/Word List3/Word List3-Unit1.mp3,214.81,215.38
1641,9,prosecute,prosecute,receptive,,medium,,3.54,3.54,ready,1339,3,4,54,1,ysgpc/Word List3/Word List3-Unit4.mp3,149.05,149.7
1642,9,articulate,articulate,receptive,,medium,,3.54,3.54,ready,1434,3,5,50,1,ysgpc/Word List3/Word List3-Unit5.mp3,138.69,139.47
1643,9,physiological,physiological,receptive,,medium,,3.54,3.54,ready,1501,4,1,18,1,ysgpc/Word List4/Word List4-Unit1.mp3,52.6,53.38
1644,9,consolation,consolation,receptive,,medium,,3.54,3.54,ready,1827,4,4,48,1,ysgpc/Word List4/Word List4-Unit4.mp3,131.65,132.43
1645,9,intuition,intuition,receptive,,medium,,3.54,3.54,ready,2041,5,1,64,1,ysgpc/Word List5/Word List5-Unit1.mp3,174.19,174.93
1646,9,poultry,poultry,receptive,,medium,,3.54,3.54,ready,2215,5,3,39,1,ysgpc/Word List5/Word List5-Unit3.mp3,109.02,109.52
1647,9,prominence,prominence,receptive,,medium,,3.54,3.54,ready,2281,5,4,6,1,ysgpc/Word List5/Word List5-Unit4.mp3,20.73,21.35
1648,9,administer,administer,receptive,,medium,,3.54,3.54,ready,2309,5,4,34,1,ysgpc/Word List5/Word List5-Unit4.mp3,94.16,94.81
1649,9,flair,flair,receptive,,medium,,3.54,3.54,ready,2385,5,5,12,1,ysgpc/Word List5/Word List5-Unit5.mp3,36.84,37.33
1650,9,dialect,dialect,receptive,,medium,,3.54,3.54,ready,2554,6,1,81,1,ysgpc/Word List6/Word List6-Unit1.mp3,217.32,217.93
1651,9,menace,menace,receptive,,medium,,3.54,3.54,ready,3048,7,1,79,1,ysgpc/Word List7/Word List7-Unit1.mp3,210.94,211.47
1652,9,haunt,haunt,receptive,,medium,,3.54,3.54,ready,3069,7,2,1,1,ysgpc/Word List7/Word List7-Unit2.mp3,7.63,8.11
1653,9,lax,lax,receptive,,medium,,3.54,3.54,ready,3310,7,4,47,1,ysgpc/Word List7/Word List7-Unit4.mp3,127.92,128.45
1654,9,flourish,flourish,receptive,,medium,,3.53,3.53,ready,87,1,1,87,1,ysgpc/Word List1/Word List1-Unit1.mp3,230.25,230.83
1655,9,flowering,flowering,receptive,,medium,,3.53,3.53,ready,390,1,4,91,1,ysgpc/Word List1/Word List1-Unit4.mp3,245.66,246.3
1656,9,conform,conform,receptive,,medium,,3.53,3.53,ready,424,1,5,28,1,ysgpc/Word List1/Word List1-Unit5.mp3,79.39,80.02
1657,9,backbone,backbone,receptive,,medium,,3.53,3.53,ready,498,2,1,3,1,ysgpc/Word List2/Word List2-Unit1.mp3,13.32,13.9
1658,9,brawl,brawl,receptive,,medium,,3.53,3.53,ready,621,2,2,27,1,ysgpc/Word List2/Word List2-Unit2.mp3,76.76,77.16
1659,9,overlook,overlook,receptive,,medium,,3.53,3.53,ready,641,2,2,47,1,ysgpc/Word List2/Word List2-Unit2.mp3,129.36,129.99
1660,9,persist,persist,receptive,,medium,,3.53,3.53,ready,1159,3,2,72,1,ysgpc/Word List3/Word List3-Unit2.mp3,196.14,196.71
1661,9,maneuver,maneuver,receptive,,medium,,3.53,3.53,ready,1439,3,5,55,2,ysgpc/Word List3/Word List3-Unit5.mp3,152.01,152.54
1662,9,insignificant,insignificant,receptive,,medium,,3.53,3.53,ready,1916,4,5,38,1,ysgpc/Word List4/Word List4-Unit5.mp3,107.04,108.02
1663,9,simultaneous,simultaneous,receptive,,medium,,3.53,3.53,ready,1980,5,1,3,1,ysgpc/Word List5/Word List5-Unit1.mp3,13.7,14.65
1664,9,quota,quota,receptive,,medium,,3.53,3.53,ready,2421,5,5,48,1,ysgpc/Word List5/Word List5-Unit5.mp3,133.22,133.71
1665,9,sentimental,sentimental,receptive,,medium,,3.53,3.53,ready,2442,5,5,69,1,ysgpc/Word List5/Word List5-Unit5.mp3,188.87,189.67
1666,9,impending,impending,receptive,,medium,,3.53,3.53,ready,2475,6,1,2,1,ysgpc/Word List6/Word List6-Unit1.mp3,10.35,10.98
1667,9,redeem,redeem,receptive,,medium,,3.53,3.53,ready,2508,6,1,35,1,ysgpc/Word List6/Word List6-Unit1.mp3,97.17,97.74
1668,9,vulgar,vulgar,receptive,,medium,,3.53,3.53,ready,2548,6,1,75,1,ysgpc/Word List6/Word List6-Unit1.mp3,201.68,202.21
1669,9,rebound,rebound,receptive,,medium,,3.53,3.53,ready,2606,6,2,33,1,ysgpc/Word List6/Word List6-Unit2.mp3,91.92,92.58
1670,9,tertiary,tertiary,receptive,,medium,,3.53,3.53,ready,2645,6,2,72,1,ysgpc/Word List6/Word List6-Unit2.mp3,195.2,195.77
1671,9,vomit,vomit,receptive,,medium,,3.53,3.53,ready,2757,6,3,85,1,ysgpc/Word List6/Word List6-Unit3.mp3,230.02,230.54
1672,9,snatch,snatch,receptive,,medium,,3.53,3.53,ready,2781,6,4,10,1,ysgpc/Word List6/Word List6-Unit4.mp3,31.82,32.44
1673,9,devote,devote,receptive,,medium,,3.53,3.53,ready,2914,6,5,44,1,ysgpc/Word List6/Word List6-Unit5.mp3,119.74,120.3
1674,9,blizzard,blizzard,receptive,,medium,,3.53,3.53,ready,2950,6,5,80,1,ysgpc/Word List6/Word List6-Unit5.mp3,214.53,214.97
1675,9,evacuate,evacuate,receptive,,medium,,3.53,3.53,ready,3061,7,1,92,1,ysgpc/Word List7/Word List7-Unit1.mp3,245.41,246.13
1676,9,almond,almond,receptive,,medium,,3.53,3.53,ready,3114,7,2,46,1,ysgpc/Word List7/Word List7-Unit2.mp3,127.93,128.42
1677,9,hoax,hoax,receptive,,medium,,3.53,3.53,ready,3459,7,5,97,1,ysgpc/Word List7/Word List7-Unit5.mp3,261.35,261.81
1678,9,encyclopedia,encyclopedia,receptive,,medium,,3.52,3.52,ready,215,1,3,15,1,ysgpc/Word List1/Word List1-Unit3.mp3,43.74,44.75
1679,9,curl,curl,receptive,,medium,,3.52,3.52,ready,307,1,4,8,1,ysgpc/Word List1/Word List1-Unit4.mp3,25.92,26.32
1680,9,dew,dew,receptive,,medium,,3.52,3.52,ready,316,1,4,17,1,ysgpc/Word List1/Word List1-Unit4.mp3,49.99,50.4
1681,9,anarchy,anarchy,receptive,,medium,,3.52,3.52,ready,660,2,2,66,1,ysgpc/Word List2/Word List2-Unit2.mp3,179.32,179.83
1682,9,fidelity,fidelity,receptive,,medium,,3.52,3.52,ready,805,2,4,13,1,ysgpc/Word List2/Word List2-Unit4.mp3,38.78,39.44
1683,9,cherish,cherish,receptive,,medium,,3.52,3.52,ready,816,2,4,24,1,ysgpc/Word List2/Word List2-Unit4.mp3,67.75,68.27
1684,9,erect,erect,receptive,,medium,,3.52,3.52,ready,1227,3,3,41,1,ysgpc/Word List3/Word List3-Unit3.mp3,112.35,112.87
1685,9,outward,outward,receptive,,medium,,3.52,3.52,ready,1574,4,1,91,1,ysgpc/Word List4/Word List4-Unit1.mp3,248.48,249.01
1686,9,turmoil,turmoil,receptive,,medium,,3.52,3.52,ready,1837,4,4,58,1,ysgpc/Word List4/Word List4-Unit4.mp3,157.97,158.52
1687,9,bilingual,bilingual,receptive,,medium,,3.52,3.52,ready,1889,4,5,11,1,ysgpc/Word List4/Word List4-Unit5.mp3,34.64,35.24
1688,9,fauna,fauna,receptive,,medium,,3.52,3.52,ready,1926,4,5,48,1,ysgpc/Word List4/Word List4-Unit5.mp3,134.95,135.47
1689,9,inherit,inherit,receptive,,medium,,3.52,3.52,ready,2001,5,1,24,1,ysgpc/Word List5/Word List5-Unit1.mp3,69.68,70.3
1690,9,aura,aura,receptive,,medium,,3.52,3.52,ready,2009,5,1,32,1,ysgpc/Word List5/Word List5-Unit1.mp3,91.35,91.76
1691,9,rye,rye,receptive,,medium,,3.52,3.52,ready,2011,5,1,34,1,ysgpc/Word List5/Word List5-Unit1.mp3,96.28,96.72
1692,9,mediocre,mediocre,receptive,,medium,,3.52,3.52,ready,2295,5,4,20,1,ysgpc/Word List5/Word List5-Unit4.mp3,57.39,58.06
1693,9,fluent,fluent,receptive,,medium,,3.52,3.52,ready,2616,6,2,43,1,ysgpc/Word List6/Word List6-Unit2.mp3,118.49,119.0
1694,9,jeopardy,jeopardy,receptive,,medium,,3.52,3.52,ready,2631,6,2,58,1,ysgpc/Word List6/Word List6-Unit2.mp3,158.35,158.86
1695,9,alleviate,alleviate,receptive,,medium,,3.52,3.52,ready,2786,6,4,15,1,ysgpc/Word List6/Word List6-Unit4.mp3,45.16,45.81
1696,9,conceal,conceal,receptive,,medium,,3.52,3.52,ready,3287,7,4,24,1,ysgpc/Word List7/Word List7-Unit4.mp3,67.59,68.2
1697,9,relentless,relentless,receptive,,medium,,3.51,3.51,ready,10,1,1,10,1,ysgpc/Word List1/Word List1-Unit1.mp3,29.7,30.43
1698,9,wholesome,wholesome,receptive,,medium,,3.51,3.51,ready,228,1,3,28,1,ysgpc/Word List1/Word List1-Unit3.mp3,79.64,80.21
1699,9,influenza,influenza,receptive,,medium,,3.51,3.51,ready,411,1,5,15,1,ysgpc/Word List1/Word List1-Unit5.mp3,43.96,44.77
1700,9,derive,derive,receptive,,medium,,3.51,3.51,ready,434,1,5,38,1,ysgpc/Word List1/Word List1-Unit5.mp3,106.17,106.8
1701,9,dedicate,dedicate,receptive,,medium,,3.51,3.51,ready,561,2,1,66,1,ysgpc/Word List2/Word List2-Unit1.mp3,180.48,181.07
1702,9,empower,empower,receptive,,medium,,3.51,3.51,ready,1066,3,1,78,1,ysgpc/Word List3/Word List3-Unit1.mp3,209.46,210.01
1703,9,excerpt,excerpt,receptive,,medium,,3.51,3.51,ready,1735,4,3,54,1,ysgpc/Word List4/Word List4-Unit3.mp3,145.43,146.04
1704,9,bleach,bleach,receptive,,medium,,3.51,3.51,ready,1779,4,3,98,1,ysgpc/Word List4/Word List4-Unit3.mp3,261.99,262.41
1705,9,descend,descend,receptive,,medium,,3.51,3.51,ready,1810,4,4,31,1,ysgpc/Word List4/Word List4-Unit4.mp3,86.5,87.02
1706,9,repression,repression,receptive,,medium,,3.51,3.51,ready,1844,4,4,65,1,ysgpc/Word List4/Word List4-Unit4.mp3,176.77,177.43
1707,9,spectator,spectator,receptive,,medium,,3.51,3.51,ready,1953,4,5,75,1,ysgpc/Word List4/Word List4-Unit5.mp3,207.97,208.73
1708,9,symmetry,symmetry,receptive,,medium,,3.51,3.51,ready,2292,5,4,17,1,ysgpc/Word List5/Word List5-Unit4.mp3,49.41,50.03
1709,9,benign,benign,receptive,,medium,,3.51,3.51,ready,2297,5,4,22,1,ysgpc/Word List5/Word List5-Unit4.mp3,62.56,63.09
1710,9,perennial,perennial,receptive,,medium,,3.51,3.51,ready,2328,5,4,53,1,ysgpc/Word List5/Word List5-Unit4.mp3,145.08,145.63
1711,9,boast,boast,receptive,,medium,,3.51,3.51,ready,2565,6,1,92,1,ysgpc/Word List6/Word List6-Unit1.mp3,247.08,247.55
1712,9,glamour,glamour,receptive,,medium,,3.51,3.51,ready,2822,6,4,51,1,ysgpc/Word List6/Word List6-Unit4.mp3,139.35,139.73
1713,9,diversion,diversion,receptive,,medium,,3.51,3.51,ready,2909,6,5,39,1,ysgpc/Word List6/Word List6-Unit5.mp3,106.14,106.79
1714,9,parachute,parachute,receptive,,medium,,3.51,3.51,ready,3186,7,3,21,1,ysgpc/Word List7/Word List7-Unit3.mp3,60.77,61.41
1715,9,discriminate,discriminate,receptive,,medium,,3.51,3.51,ready,3428,7,5,66,1,ysgpc/Word List7/Word List7-Unit5.mp3,179.0,179.75
1716,9,tedious,tedious,receptive,,medium,,3.5,3.5,ready,135,1,2,34,1,ysgpc/Word List1/Word List1-Unit2.mp3,95.23,95.85
1717,9,bribe,bribe,receptive,,medium,,3.5,3.5,ready,214,1,3,14,1,ysgpc/Word List1/Word List1-Unit3.mp3,41.26,41.71
1718,9,obedience,obedience,receptive,,medium,,3.5,3.5,ready,537,2,1,42,1,ysgpc/Word List2/Word List2-Unit1.mp3,116.84,117.55
1719,9,payable,payable,receptive,,medium,,3.5,3.5,ready,552,2,1,57,1,ysgpc/Word List2/Word List2-Unit1.mp3,156.76,157.28
1720,9,pivot,pivot,receptive,,medium,,3.5,3.5,ready,611,2,2,17,1,ysgpc/Word List2/Word List2-Unit2.mp3,50.22,50.68
1721,9,picturesque,picturesque,receptive,,medium,,3.5,3.5,ready,715,2,3,22,1,ysgpc/Word List2/Word List2-Unit3.mp3,63.9,64.62
1722,9,humid,humid,receptive,,medium,,3.5,3.5,ready,755,2,3,62,1,ysgpc/Word List2/Word List2-Unit3.mp3,170.87,171.35
1723,9,equip,equip,receptive,,medium,,3.5,3.5,ready,871,2,4,79,1,ysgpc/Word List2/Word List2-Unit4.mp3,212.44,212.95
1724,9,monumental,monumental,receptive,,medium,,3.5,3.5,ready,1050,3,1,62,1,ysgpc/Word List3/Word List3-Unit1.mp3,166.79,167.5
1725,9,multiply,multiply,receptive,,medium,,3.5,3.5,ready,1063,3,1,75,1,ysgpc/Word List3/Word List3-Unit1.mp3,201.55,202.16
1726,9,cradle,cradle,receptive,,medium,,3.5,3.5,ready,1356,3,4,71,1,ysgpc/Word List3/Word List3-Unit4.mp3,194.32,194.77
1727,9,reconcile,reconcile,receptive,,medium,,3.5,3.5,ready,1366,3,4,81,1,ysgpc/Word List3/Word List3-Unit4.mp3,220.09,220.79
1728,9,antibiotic,antibiotic,receptive,,medium,,3.5,3.5,ready,1484,4,1,1,1,ysgpc/Word List4/Word List4-Unit1.mp3,7.0,7.89
1729,9,provoke,provoke,receptive,,medium,,3.5,3.5,ready,1832,4,4,53,1,ysgpc/Word List4/Word List4-Unit4.mp3,144.85,145.41
1730,9,overdue,overdue,receptive,,medium,,3.5,3.5,ready,2074,5,1,97,1,ysgpc/Word List5/Word List5-Unit1.mp3,261.46,262.1
1731,9,havoc,havoc,receptive,,medium,,3.5,3.5,ready,2342,5,4,67,1,ysgpc/Word List5/Word List5-Unit4.mp3,181.3,181.75
1732,9,buckle,buckle,receptive,,medium,,3.5,3.5,ready,2481,6,1,8,1,ysgpc/Word List6/Word List6-Unit1.mp3,26.44,26.8
1733,9,correspond,correspond,receptive,,medium,,3.5,3.5,ready,2647,6,2,74,1,ysgpc/Word List6/Word List6-Unit2.mp3,200.54,201.32
1734,9,barge,barge,receptive,,medium,,3.5,3.5,ready,3006,7,1,37,1,ysgpc/Word List7/Word List7-Unit1.mp3,101.91,102.34
1735,9,adjoining,adjoining,receptive,,medium,,3.5,3.5,ready,3313,7,4,50,1,ysgpc/Word List7/Word List7-Unit4.mp3,135.68,136.3
1736,9,bland,bland,receptive,,medium,,3.5,3.5,ready,3410,7,5,48,1,ysgpc/Word List7/Word List7-Unit5.mp3,131.96,132.49
1737,9,overload,overload,receptive,,medium,,3.5,3.5,ready,3448,7,5,86,1,ysgpc/Word List7/Word List7-Unit5.mp3,232.53,233.2
1738,9,brag,brag,receptive,,medium,,3.49,3.49,ready,165,1,2,64,1,ysgpc/Word List1/Word List1-Unit2.mp3,173.55,173.94
1739,9,weaken,weaken,receptive,,medium,,3.49,3.49,ready,382,1,4,83,1,ysgpc/Word List1/Word List1-Unit4.mp3,224.81,225.29
1740,9,knob,knob,receptive,,medium,,3.49,3.49,ready,517,2,1,22,1,ysgpc/Word List2/Word List2-Unit1.mp3,64.05,64.45
